,state,account_length,international_plan,voice_mail_plan,total_day_calls,total_day_charge,total_eve_calls,total_eve_charge,total_night_calls,total_night_charge,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
3674,DC,78,yes,no,107,30.02,98,15.25,80,8.02,5,4.48,2,yes
3675,MA,135,no,yes,102,41.04,78,17.54,104,8.85,6,2.54,0,no
3676,LA,79,no,no,88,29.72,94,16.75,103,3.92,6,2.32,3,no
3677,VA,133,no,no,64,29.21,83,15.05,96,10.04,4,2.78,1,no
3678,MI,76,no,yes,58,32.44,101,18.86,104,9.5,4,3.32,1,no
3679,MI,216,no,no,106,36.09,71,16.24,79,10.12,8,2.54,3,no
3680,CT,73,no,no,123,27.03,95,19.83,155,8.05,3,4.1,2,no
3681,NH,183,no,yes,103,30.33,79,15.67,94,9.15,3,1.94,3,no
3682,AL,106,no,no,123,37.76,92,23.53,99,9.61,3,2.43,0,no
3683,RI,90,no,no,98,32.3,111,16.67,58,9.74,6,2.16,2,no
3684,NY,112,no,yes,94,20.4,104,6.76,94,9.63,1,2.35,1,no
3685,OH,92,no,no,90,24.8,105,12.59,93,10.86,1,2.27,2,no
3686,WV,35,no,no,82,30.57,78,14.97,85,5.97,5,3.24,1,no
3687,OK,28,no,no,70,38.37,90,17.59,88,7.56,3,3.73,1,no
3688,WI,93,no,no,109,33.95,68,9.71,109,10.85,2,1.92,0,no
3689,OH,26,no,no,63,25.5,90,19.13,99,9.1,5,2.48,3,no
3690,OK,33,yes,no,114,42.01,110,12.45,94,9.4,2,2.86,4,yes
3691,PA,120,no,no,75,36.67,105,20.77,91,9.5,5,3.08,2,no
3692,KS,124,no,no,102,16.12,91,20.31,94,12.57,3,3.13,2,no
3693,SD,56,no,no,115,13.48,64,13.52,99,11.06,4,2.73,1,no
3694,UT,39,no,no,81,26.72,131,21.05,141,9.71,9,2.67,1,no
3695,IN,158,no,no,123,20.37,122,22.29,111,9.89,5,3.35,1,no
3696,IA,52,no,yes,86,38.95,124,14.34,75,11.04,2,3.94,1,no
3697,WA,112,no,no,112,22.97,85,19.24,108,5.18,6,3.0,1,no
3698,AL,12,no,no,112,40.75,122,18.79,109,9.33,3,3.0,2,no
3699,TX,109,yes,no,136,27.13,126,12.84,53,6.39,4,1.97,4,yes
3700,CT,142,no,yes,125,39.3,121,14.86,87,7.7,2,3.35,4,no
3701,OR,60,no,no,95,34.63,122,18.07,103,7.97,1,2.13,3,no
3702,IN,168,no,no,110,27.3,120,15.74,104,5.41,4,2.46,1,yes
3703,NY,138,yes,no,96,44.39,120,14.53,89,3.2,0,0.0,3,yes
3704,WY,88,no,no,92,23.58,73,17.49,119,11.16,5,2.65,1,no
3705,WI,119,no,no,126,38.52,107,12.21,123,4.27,5,3.27,1,no
3706,DE,31,no,no,120,38.95,79,14.65,102,10.96,4,2.97,3,no
3707,TN,102,no,no,83,26.76,102,4.02,92,7.22,5,3.08,0,no
3708,DC,149,no,yes,109,31.55,89,14.22,100,7.72,3,2.89,1,yes
3709,TX,138,no,no,73,36.92,127,16.22,97,6.01,3,1.4,4,no
3710,DC,118,no,no,128,31.13,93,20.49,108,9.5,4,3.38,0,no
3711,TN,222,no,yes,89,37.15,76,13.66,76,8.17,5,1.32,4,no
3712,MI,130,no,no,76,24.45,103,23.36,105,8.76,1,3.32,0,no
3713,DE,140,no,no,100,24.31,89,16.44,81,2.68,8,3.32,4,yes
3714,CO,101,no,yes,105,25.02,96,14.35,118,7.44,4,3.51,1,no
3715,NJ,134,no,yes,75,38.08,103,8.29,80,9.52,5,2.89,2,no
3716,OK,88,yes,no,132,22.59,82,17.7,42,11.72,11,3.89,2,yes
3717,VA,118,no,no,110,27.25,92,4.52,119,5.88,4,2.84,0,no
3718,TN,93,no,yes,103,36.35,72,21.9,114,9.83,6,1.94,1,no
3719,HI,232,no,no,128,42.19,96,17.95,117,6.62,6,2.7,2,no
3720,PA,137,no,yes,88,29.68,118,20.72,103,11.69,3,3.29,3,no
3721,WY,3,no,yes,102,34.94,83,17.81,99,8.2,4,1.73,0,no
3722,RI,137,no,no,104,35.55,96,16.1,83,9.65,4,4.0,3,no
3723,RI,42,no,no,81,42.69,106,15.16,90,8.31,5,3.43,0,no
3724,MD,58,no,no,113,31.89,115,18.48,92,6.29,5,2.65,3,no
3725,KY,55,no,yes,89,33.58,141,19.44,121,14.1,2,5.32,1,no
3726,OH,69,no,no,88,37.67,87,19.7,116,9.53,9,2.32,1,no
3727,VA,100,no,no,151,34.12,127,24.72,105,8.4,9,2.75,1,no
3728,PA,86,no,no,79,36.18,145,7.73,67,6.85,3,3.21,2,no
3729,NE,105,no,no,99,36.26,79,13.01,98,10.26,5,2.92,1,no
3730,GA,111,yes,no,102,30.11,102,21.17,66,6.9,4,2.38,2,no
3731,ME,75,no,no,59,38.96,107,12.14,109,13.12,5,2.3,0,no
3732,OH,95,no,yes,120,22.0,68,13.58,83,9.65,4,3.4,4,yes
3733,ID,137,no,no,97,34.53,76,11.22,94,11.29,4,2.48,4,no
3734,KS,116,yes,no,98,39.47,91,20.8,69,6.81,1,2.86,7,yes
3735,TN,125,no,no,96,23.55,117,13.57,91,9.57,3,2.08,2,no
3736,WA,65,no,no,74,32.18,90,17.45,78,10.27,13,2.3,3,no
3737,VT,100,no,no,97,43.21,88,22.27,82,11.53,6,3.67,0,yes
3738,IL,70,no,no,85,30.01,93,10.13,90,10.25,5,2.35,1,no
3739,ID,67,no,no,111,39.83,87,17.54,101,7.08,10,1.57,3,no
3740,DE,50,no,yes,75,25.04,74,20.81,101,9.76,3,3.56,2,no
3741,AK,42,no,no,129,29.07,96,15.63,90,5.86,6,1.24,0,no
3742,MO,103,no,yes,92,40.9,99,17.36,82,13.37,9,3.43,5,no
3743,NE,90,no,no,108,19.45,150,19.79,78,8.91,3,2.4,0,no
3744,FL,66,no,no,112,19.36,106,23.1,95,9.75,3,4.21,2,no
3745,MI,22,no,no,65,30.6,106,17.6,111,8.23,6,2.24,1,no
3746,PA,147,no,yes,123,18.84,81,16.93,77,9.58,4,2.4,2,no
3747,AR,57,no,yes,99,23.58,105,11.43,95,11.78,5,3.51,2,no
3748,KY,7,no,yes,99,36.01,110,14.53,125,10.99,4,3.02,2,no
3749,MN,85,no,no,113,39.87,116,20.17,110,5.52,3,3.48,4,no
3750,TX,92,no,no,86,40.83,79,9.15,121,7.05,4,2.03,1,no
3751,HI,92,no,no,105,37.81,129,13.94,113,10.5,8,2.67,1,no
3752,WI,133,no,no,137,19.26,103,13.62,98,10.3,7,2.73,2,no
3753,NV,134,no,no,146,18.19,116,18.7,108,6.74,3,1.94,2,no
3754,IL,66,no,yes,106,27.74,108,22.77,100,7.77,5,2.62,1,no
3755,MS,65,no,no,113,32.95,106,12.89,94,9.4,3,3.4,3,no
3756,MA,102,no,no,82,24.43,83,14.53,112,13.99,1,2.65,2,no
3757,OR,101,yes,no,117,28.82,111,18.02,120,9.18,1,2.62,0,yes
3758,AR,115,no,yes,67,31.3,104,13.55,121,8.7,3,3.59,0,no
3759,LA,111,no,yes,122,26.18,123,17.62,105,8.38,8,2.92,1,no
3760,NJ,121,no,no,114,28.27,130,11.8,108,9.69,10,2.81,2,no
3761,MT,108,no,no,128,18.46,97,27.64,67,7.81,6,2.51,0,no
3762,MD,63,no,yes,82,39.15,96,14.08,125,10.25,2,2.43,1,no
3763,CT,59,no,yes,44,34.02,78,10.71,123,6.58,5,2.86,1,no
3764,OH,82,no,no,95,30.46,95,19.46,100,8.45,2,3.56,1,no
3765,NV,110,no,no,94,22.02,96,7.87,110,6.94,5,2.67,3,no
3766,KS,85,no,no,111,27.88,108,19.5,105,9.93,2,2.51,1,no
3767,TX,46,no,no,117,39.22,84,15.83,109,8.2,4,2.48,2,no
3768,MN,44,no,no,90,35.22,76,15.18,74,8.19,0,0.0,0,no
3769,MT,171,no,no,99,29.22,95,21.18,81,7.87,4,3.38,1,no
3770,AK,88,no,yes,88,30.89,106,20.18,111,9.41,5,2.57,2,no
3771,HI,169,no,no,119,40.92,102,11.99,56,5.43,2,2.08,2,no
3772,TX,48,no,no,108,33.69,70,15.39,86,10.75,2,3.27,1,no
3773,ID,65,no,no,95,16.32,82,9.95,114,7.78,3,1.81,3,no
3774,KY,53,no,no,75,29.16,111,19.08,84,8.43,6,2.62,1,no
3775,AR,72,no,yes,68,18.99,106,21.49,109,11.5,4,2.11,1,no
3776,OR,100,no,no,98,25.96,73,18.05,90,11.9,3,2.13,2,no
3777,MN,82,no,no,105,33.1,100,17.93,143,10.66,3,3.13,3,no
3778,HI,71,no,no,108,20.38,82,20.46,124,6.8,7,2.19,3,no
3779,LA,103,no,no,129,37.89,87,17.43,99,6.36,2,2.67,1,no
3780,RI,87,no,no,46,35.82,116,18.33,79,7.67,3,3.56,1,no
3781,MD,116,no,no,107,43.28,89,21.2,77,10.33,18,2.43,2,yes
3782,MS,140,no,no,100,45.05,89,12.55,94,11.15,3,2.89,1,no
3783,TN,93,no,no,135,29.29,95,27.09,104,5.92,4,3.11,3,no
3784,ID,90,no,no,140,44.05,119,10.54,79,8.47,3,3.46,0,no
3785,GA,130,no,no,91,35.94,62,16.24,109,9.33,3,3.13,1,no
3786,KS,121,yes,no,87,29.9,114,19.15,113,7.03,3,2.81,2,no
3787,WV,94,yes,yes,90,19.64,99,10.41,110,8.9,3,1.89,0,no
3788,MS,76,no,no,82,32.81,109,17.07,79,6.12,3,3.89,0,no
3789,MS,69,no,no,105,28.46,142,10.33,83,9.42,2,4.32,1,no
3790,SC,117,no,yes,100,32.42,107,17.82,101,9.11,5,3.35,1,no
3791,KS,70,no,no,128,55.34,105,25.53,93,8.99,7,1.54,1,yes
3792,ID,130,no,no,98,23.63,116,10.22,113,7.22,2,3.92,3,no
3793,AK,109,no,yes,110,26.5,99,13.7,81,10.31,13,3.11,0,no
3794,MS,115,no,no,97,30.96,76,19.64,103,11.08,2,4.05,0,no
3795,NY,114,no,no,152,23.77,76,18.35,111,4.36,10,2.13,2,no
3796,OH,135,no,no,123,19.16,90,23.8,110,11.34,2,2.81,0,no
3797,DE,79,no,yes,98,29.44,123,12.71,91,11.06,7,3.11,1,no
3798,RI,123,no,no,102,38.35,56,19.19,128,8.4,2,1.81,1,no
3799,NE,112,yes,no,123,33.27,124,12.06,72,6.14,6,2.13,1,no
3800,HI,57,no,no,100,36.38,80,17.84,112,4.73,1,3.05,0,no
3801,NM,143,no,no,67,46.19,155,16.07,55,4.55,5,4.64,1,no
3802,UT,107,no,no,98,43.81,84,13.3,123,4.7,3,2.65,1,no
3803,MD,103,yes,no,90,22.64,70,20.13,120,9.63,2,3.38,1,yes
3804,IA,157,no,no,113,42.28,79,21.4,46,11.82,3,2.03,5,yes
3805,KY,120,no,no,93,30.74,82,16.16,66,8.65,7,2.84,2,no
3806,VT,81,yes,yes,80,38.93,113,18.79,91,13.11,5,3.35,1,no
3807,NM,136,no,no,94,46.97,125,19.21,87,9.96,1,1.94,1,yes
3808,VT,83,no,yes,117,22.63,89,14.57,92,9.81,4,2.94,3,no
3809,PA,137,no,no,63,42.21,108,21.28,94,7.16,4,2.59,1,no
3810,VT,93,no,yes,95,39.17,89,13.22,90,8.06,9,2.81,3,no
3811,OR,103,no,no,118,31.59,84,7.38,115,9.38,9,2.89,1,no
3812,CA,96,no,no,88,31.26,86,9.28,78,8.56,7,4.48,2,no
3813,NY,77,yes,no,86,22.59,121,14.29,102,8.83,3,2.11,0,no
3814,NM,116,no,no,81,30.43,116,17.0,74,7.59,7,4.27,1,no
3815,MN,96,yes,no,119,32.1,100,18.44,116,9.38,3,1.57,3,no
3816,CT,60,yes,yes,101,23.05,73,8.07,118,6.93,3,2.65,4,yes
3817,IA,105,yes,yes,103,29.33,102,9.66,104,11.77,4,2.92,2,no
3818,NJ,107,no,no,75,26.57,93,18.3,115,5.32,2,2.38,1,no
3819,CA,86,no,no,102,39.88,109,22.81,102,8.8,4,3.13,1,yes
3820,VT,115,no,no,95,34.36,89,19.69,165,9.66,7,3.54,1,no
3821,TN,128,no,yes,112,46.27,111,20.39,124,11.58,2,3.13,1,no
3822,SD,97,no,no,109,41.68,152,14.07,96,7.16,8,2.46,1,no
3823,CO,90,no,no,82,35.29,105,16.43,68,6.74,6,3.02,1,no
3824,KY,22,no,no,97,37.89,91,14.67,99,8.44,3,2.73,1,no
3825,IA,121,no,no,96,46.55,106,22.36,83,9.07,3,2.92,1,yes
3826,CT,169,no,no,98,32.78,125,23.22,102,11.98,6,3.08,2,no
3827,MA,83,no,no,81,45.68,100,12.37,86,8.35,6,2.54,0,no
3828,NV,87,no,yes,91,30.4,106,20.98,119,11.81,8,2.43,1,no
3829,VA,126,no,yes,82,33.54,51,14.25,89,9.99,3,2.0,1,no
3830,NY,61,no,yes,97,39.76,133,14.93,83,7.97,4,2.57,1,no
3831,MO,90,yes,no,87,35.21,87,17.72,95,6.57,5,1.19,2,no
3832,FL,131,no,no,84,23.26,81,15.25,151,10.58,3,1.35,2,no
3833,SC,89,no,no,126,27.1,108,17.6,121,6.37,4,3.0,1,no
3834,IL,71,no,no,122,19.06,86,13.42,104,12.22,5,3.0,0,no
3835,NE,166,no,no,117,40.56,73,20.64,130,9.15,8,2.7,4,no
3836,AK,146,yes,no,85,27.8,149,19.11,116,11.39,4,2.65,1,no
3837,TN,90,yes,no,94,21.62,108,18.79,106,4.98,3,3.02,2,no
3838,NM,59,no,no,95,24.79,81,19.41,87,11.14,5,2.59,0,no
3839,NV,25,no,no,108,42.52,97,18.86,84,9.38,3,3.0,2,no
3840,WV,105,no,no,83,17.26,83,16.47,113,9.64,4,3.16,3,no
3841,IL,143,no,yes,133,20.33,136,21.0,54,10.23,3,3.51,1,no
3842,HI,56,no,no,85,26.89,91,16.82,133,7.2,7,2.08,1,no
3843,DC,105,no,no,139,32.84,104,22.13,133,10.19,2,2.11,1,no
3844,ID,73,no,yes,108,37.01,106,20.88,100,10.93,6,2.38,1,no
3845,NC,54,no,no,94,33.97,112,26.18,99,7.32,4,2.73,0,no
3846,AL,98,no,no,77,29.22,90,20.0,125,6.31,4,3.94,2,no
3847,OR,100,no,yes,67,11.51,116,12.5,103,12.97,2,3.32,6,yes
3848,IL,107,no,no,90,38.79,123,18.21,79,8.24,4,2.84,4,no
3849,WV,167,no,no,93,32.56,76,13.92,103,8.51,9,3.81,1,no
3850,MN,49,no,no,86,29.16,85,16.05,82,6.98,2,2.3,2,no
3851,LA,34,no,no,92,25.69,86,17.99,72,9.26,4,2.65,0,no
3852,VT,109,no,no,99,22.83,103,17.33,91,13.4,2,2.05,3,no
3853,IL,109,no,no,64,20.03,84,18.38,59,6.68,5,2.94,1,no
3854,KS,39,no,no,71,30.8,108,29.32,145,9.61,2,3.27,3,no
3855,UT,90,no,no,91,25.89,120,14.03,73,13.24,3,2.43,2,no
3856,KY,114,no,no,91,34.75,136,20.37,64,10.58,3,3.11,2,no
3857,MT,113,no,no,98,48.26,91,11.65,110,7.15,5,3.05,2,no
3858,MA,19,no,yes,94,24.26,60,11.04,65,7.44,4,2.7,0,no
3859,NJ,94,no,no,92,24.72,103,14.69,43,8.28,3,2.51,2,no
3860,WY,69,no,no,94,35.99,124,20.07,90,11.37,2,1.94,4,no
3861,VT,90,no,no,129,32.74,100,16.29,105,9.14,2,3.08,3,no
3862,AL,48,no,no,60,8.84,79,11.22,85,8.36,2,3.32,2,no
3863,DE,122,no,yes,94,40.41,91,13.15,98,10.04,3,2.57,1,no
3864,WV,123,no,yes,108,34.61,112,13.34,114,10.63,5,3.24,1,no
3865,IA,81,no,no,79,32.71,106,18.08,83,11.02,5,2.24,1,no
3866,PA,43,no,no,88,36.13,145,23.3,52,8.76,6,2.32,0,no
3867,TN,25,no,no,114,19.45,97,17.09,121,10.73,4,3.13,3,no
3868,NH,170,no,no,82,37.88,105,12.6,75,10.4,5,3.59,1,no
3869,KY,129,no,no,75,35.31,116,16.26,98,10.2,6,3.13,2,no
3870,MN,132,no,yes,84,26.84,109,13.93,87,9.69,3,3.11,3,no
3871,NM,42,no,no,160,23.44,107,19.97,70,7.5,3,3.86,5,yes
3872,NH,8,no,no,97,29.92,136,19.91,134,8.71,5,2.3,1,no
3873,TX,145,no,no,120,27.0,145,29.93,140,7.99,6,1.67,2,no
3874,AL,131,no,no,117,39.78,143,17.8,105,11.65,3,2.65,1,no
3875,WA,105,no,no,105,22.49,89,12.28,127,8.8,3,1.46,0,no
3876,MN,90,no,yes,76,47.02,90,11.76,88,12.58,3,1.84,3,no
3877,NJ,124,no,no,92,18.39,83,18.22,155,8.35,11,3.56,4,yes
3878,NH,82,no,no,94,26.52,118,25.13,84,8.86,3,3.86,0,no
3879,VT,76,no,no,124,35.45,117,14.71,95,9.95,3,2.65,0,no
3880,NH,98,no,no,88,41.38,155,12.5,80,7.04,4,2.62,2,no
3881,MD,80,yes,no,89,46.82,66,15.87,87,9.06,2,2.54,0,yes
3882,LA,57,no,no,89,33.68,105,18.21,106,4.93,3,1.89,1,no
3883,SC,137,no,no,112,18.67,88,19.0,96,11.14,2,4.81,1,no
3884,AR,87,no,no,99,20.49,81,17.85,141,10.11,2,2.32,2,no
3885,WV,131,no,no,96,43.62,113,19.14,91,8.56,3,3.0,1,yes
3886,AR,116,no,no,88,14.59,112,9.84,91,8.82,2,2.97,1,no
3887,NH,136,no,yes,96,29.58,126,18.46,97,9.91,3,3.08,1,no
3888,TX,149,no,no,95,37.64,63,16.89,70,4.78,3,2.7,1,no
3889,TX,108,no,no,52,22.63,103,21.79,118,11.12,3,3.21,3,no
3890,PA,25,no,no,77,33.18,81,16.44,59,10.43,4,3.29,2,no
3891,ME,104,no,no,108,41.89,102,17.47,125,9.36,8,3.81,2,no
3892,WY,25,no,no,80,33.86,84,10.47,77,3.7,4,2.59,2,no
3893,KY,140,no,yes,92,40.02,71,13.68,99,9.54,2,2.4,3,no
3894,RI,106,no,no,90,26.5,101,16.83,95,8.51,2,2.16,2,no
3895,LA,81,no,yes,102,17.41,104,19.15,97,8.2,5,1.92,2,no
3896,KY,77,no,yes,101,32.67,84,14.06,129,10.36,6,2.16,1,no
3897,DE,87,no,yes,124,34.46,98,21.16,50,8.31,6,3.97,1,no
3898,SD,72,no,yes,116,14.33,127,22.71,75,7.55,6,2.24,4,yes
3899,MS,45,no,yes,127,28.56,76,13.22,127,6.87,5,3.19,0,no
3900,WI,41,yes,yes,86,47.28,103,22.79,77,10.87,4,3.05,0,no
3901,VT,122,no,no,89,21.81,62,20.2,128,7.5,5,3.02,1,no
3902,MA,92,no,yes,107,38.73,70,13.29,72,11.69,3,3.35,0,no
3903,OR,65,yes,no,74,9.32,93,20.38,91,9.65,5,3.62,1,yes
3904,MA,57,no,yes,102,23.83,107,14.46,102,6.47,1,3.78,1,no
3905,MT,127,no,no,110,46.1,80,18.15,102,9.08,4,3.56,0,yes
3906,AK,121,no,no,116,30.6,112,16.69,95,12.61,5,2.73,2,no
3907,MS,117,no,no,122,32.27,94,20.03,120,12.19,2,3.43,1,no
3908,OR,37,no,no,117,43.74,92,11.43,102,13.78,5,2.21,3,no
3909,VA,162,no,no,93,17.56,87,17.9,118,8.42,6,3.08,1,no
3910,AZ,193,no,no,115,35.38,104,15.13,95,8.82,9,3.35,3,no
3911,UT,80,no,no,65,33.17,80,18.19,96,5.6,6,2.48,2,no
3912,WV,176,no,no,97,27.64,107,19.36,92,9.85,4,3.05,1,no
3913,AZ,89,no,yes,84,33.63,117,18.97,132,9.08,4,1.54,1,no
3914,RI,128,no,no,118,36.11,108,12.63,98,9.67,5,2.65,1,no
3915,NM,138,no,no,114,10.83,132,18.04,114,11.14,4,2.38,0,no
3916,HI,90,no,no,90,32.95,98,17.56,120,6.9,9,2.73,3,no
3917,NY,57,no,yes,81,24.48,112,15.91,122,7.14,6,2.3,3,no
3918,NM,177,no,yes,91,32.13,96,25.76,116,7.36,1,4.24,3,no
3919,MI,98,no,yes,98,28.71,117,19.24,96,7.45,3,3.86,0,no
3920,IN,140,no,no,100,34.8,107,10.78,115,9.13,4,3.27,2,no
3921,KY,133,no,no,87,38.56,93,10.87,89,7.2,3,2.48,0,no
3922,NC,166,no,yes,114,25.86,67,7.59,111,8.76,6,2.03,0,no
3923,KY,86,no,no,95,23.65,82,12.43,120,8.41,5,3.19,2,no
3924,WY,117,no,no,121,25.59,132,29.33,97,8.28,2,2.24,0,no
3925,VA,86,no,no,73,39.42,123,14.1,86,10.16,3,3.11,3,no
3926,AL,74,no,no,79,35.21,100,15.47,73,10.52,8,2.0,1,no
3927,MN,178,no,no,104,38.32,90,9.41,109,6.03,5,4.13,2,yes
3928,FL,95,no,yes,115,19.79,123,24.11,103,12.83,4,3.46,1,no
3929,CA,85,no,no,104,33.27,121,15.55,110,14.61,9,2.32,0,no
3930,KY,81,no,no,99,13.5,90,12.3,114,9.21,5,2.46,0,no
3931,AR,41,no,no,114,17.49,119,9.17,99,12.49,4,2.97,6,yes
3932,VT,217,no,no,74,16.95,97,15.56,73,9.91,4,3.89,0,no
3933,MD,79,no,no,107,36.28,82,14.98,125,8.1,4,2.13,0,no
3934,CT,15,no,no,103,31.47,148,16.47,79,13.73,6,3.56,5,no
3935,MI,96,no,no,101,28.31,108,6.66,112,9.99,10,3.11,3,no
3936,PA,140,no,no,100,37.42,112,15.49,98,11.26,8,3.13,1,no
3937,CA,67,no,no,93,17.48,91,11.71,110,7.15,5,2.4,1,no
3938,KY,105,no,no,134,30.82,84,11.56,122,12.2,3,2.78,1,no
3939,MO,38,no,no,113,47.79,82,20.07,60,10.35,3,2.94,1,yes
3940,CT,110,no,no,91,42.72,95,17.61,70,11.21,2,3.48,1,yes
3941,IL,74,no,no,103,24.12,110,17.09,117,9.5,11,2.94,1,no
3942,RI,79,no,yes,96,25.16,128,12.72,99,9.91,5,2.62,3,no
3943,TN,114,yes,no,72,34.12,79,23.05,97,8.47,7,3.62,2,yes
3944,WV,44,no,no,83,40.51,112,16.46,79,7.55,6,2.54,5,no
3945,MS,107,no,no,103,37.42,94,17.03,147,12.27,5,2.0,2,no
3946,WI,104,no,yes,99,21.2,108,16.01,95,9.39,3,2.16,0,no
3947,SC,98,no,no,101,24.99,89,17.21,97,11.29,3,2.48,1,no
3948,RI,60,no,no,107,33.01,107,14.79,83,4.02,2,3.02,2,no
3949,AR,138,no,yes,91,36.53,97,24.54,64,11.82,2,2.19,0,no
3950,NM,89,no,no,94,45.87,125,19.3,135,9.55,6,1.27,1,yes
3951,NH,22,no,yes,147,25.7,135,17.27,98,13.32,2,3.0,2,no
3952,NM,69,no,no,110,18.92,107,19.28,66,8.44,12,2.75,1,no
3953,AZ,106,no,no,120,46.55,104,12.69,127,8.73,3,3.02,0,no
3954,TN,104,no,no,88,24.24,96,7.26,80,11.09,4,3.78,1,no
3955,OK,174,no,no,49,30.26,83,12.03,114,11.93,5,1.67,3,no
3956,SC,127,no,yes,94,30.69,107,20.56,113,10.14,2,2.0,1,no
3957,WY,2,no,yes,125,24.09,136,13.66,81,7.66,2,2.51,1,no
3958,IN,91,no,no,73,49.18,86,15.28,94,8.4,7,1.73,1,yes
3959,CT,34,no,yes,91,32.88,94,16.86,94,11.57,5,2.57,2,no
3960,NY,111,no,no,92,31.31,96,18.28,64,4.5,4,3.05,1,no
3961,TX,110,no,yes,87,24.5,88,19.53,90,7.86,4,3.35,2,no
3962,IL,65,no,no,84,30.65,129,16.99,62,12.6,1,3.27,3,no
3963,LA,51,no,yes,76,30.46,64,21.53,108,8.84,3,4.08,1,no
3964,WA,64,no,no,91,8.6,78,26.26,114,11.49,5,3.7,2,no
3965,MD,117,no,no,73,38.03,69,17.44,51,12.73,1,3.0,2,no
3966,KY,38,no,no,110,37.49,114,15.37,102,7.04,7,1.51,1,no
3967,DC,112,yes,no,110,36.99,105,16.63,106,8.05,8,2.81,2,no
3968,IL,48,no,yes,81,23.51,74,15.95,113,7.11,1,3.13,2,no
3969,WY,105,no,no,86,27.25,80,16.59,109,7.35,3,3.43,2,no
3970,SD,140,no,no,67,32.61,52,22.19,112,11.37,3,2.92,6,no
3971,SD,185,no,yes,112,17.66,111,19.55,119,7.01,5,2.3,0,no
3972,GA,99,no,no,103,36.53,121,18.56,110,12.27,3,2.59,2,no
3973,IN,52,no,no,122,28.2,107,18.04,94,9.09,3,2.24,1,no
3974,IA,200,yes,yes,95,15.67,101,17.0,99,5.36,1,1.54,1,yes
3975,OK,82,no,no,106,30.99,102,22.09,98,6.77,6,2.94,1,no
3976,WA,143,no,no,94,35.94,89,15.68,108,10.94,5,1.49,1,yes
3977,NH,97,no,no,110,14.81,110,17.18,89,6.21,4,3.89,2,no
3978,MO,83,no,no,117,33.44,89,23.12,62,9.0,11,2.73,3,no
3979,OR,92,no,no,94,19.48,78,17.77,97,9.44,5,2.24,2,no
3980,MN,130,no,no,88,34.77,85,15.16,78,10.33,8,3.4,0,no
3981,MA,97,yes,no,60,46.38,113,18.4,67,11.03,8,1.65,5,yes
3982,ME,53,no,yes,110,29.72,104,16.27,103,5.38,2,3.24,3,no
3983,MO,87,yes,no,71,21.91,91,23.96,100,9.41,4,2.67,0,no
3984,MN,138,no,no,123,9.32,76,12.54,119,7.81,1,3.11,1,no
3985,NE,136,no,no,105,44.03,125,14.19,107,11.48,3,3.0,3,no
3986,MA,98,no,no,76,31.04,75,12.34,127,7.32,1,3.24,6,yes
3987,LA,109,no,no,111,20.91,103,20.16,91,11.65,12,2.51,1,no
3988,IA,84,no,no,96,28.88,103,16.18,82,8.46,2,2.32,2,no
3989,ME,157,no,yes,85,34.24,60,8.61,113,11.63,5,3.21,2,no
3990,VT,74,no,yes,146,21.11,84,22.63,108,7.05,6,3.11,3,no
3991,MA,66,no,no,109,21.79,112,23.33,90,9.49,4,2.19,0,no
3992,SD,142,no,yes,126,36.43,102,21.26,116,8.54,4,2.86,4,no
3993,WA,136,no,yes,107,41.36,111,19.28,117,6.23,4,2.97,4,no
3994,IN,75,no,yes,107,34.12,109,18.06,136,9.18,3,3.48,4,no
3995,MN,59,no,no,93,39.34,92,14.28,124,11.57,5,3.08,2,no
3996,OR,45,no,yes,85,39.95,101,20.44,88,6.62,3,2.08,2,no
3997,WV,48,no,no,117,40.38,114,17.94,114,7.38,3,2.62,1,no
3998,MO,16,no,no,80,38.81,75,11.13,98,7.05,9,2.27,1,no
3999,UT,140,no,no,123,27.29,110,15.8,94,6.77,5,2.89,1,no
4000,ME,108,no,yes,125,31.55,125,19.09,87,12.81,3,1.86,1,no
4001,IL,53,no,no,138,36.43,99,19.74,0,0.0,5,2.24,1,no
4002,OR,91,no,no,105,40.94,93,16.39,69,11.4,3,2.05,4,no
4003,TX,26,yes,no,105,33.05,100,20.26,129,10.76,5,2.59,0,no
4004,KY,129,no,no,94,22.13,126,16.59,68,8.8,5,2.05,2,no
4005,UT,118,yes,yes,114,21.03,137,11.32,102,8.63,3,2.13,0,no
4006,IL,51,no,yes,134,35.04,84,15.27,90,14.95,2,2.75,3,no
4007,AZ,57,no,yes,92,31.01,104,18.25,110,7.85,2,2.73,1,no
4008,VA,103,no,no,103,38.83,129,8.27,67,9.0,7,2.54,3,no
4009,UT,57,no,no,100,34.34,90,14.36,119,10.43,4,0.92,1,no
4010,CO,84,no,no,89,25.3,93,16.13,73,6.64,2,1.7,1,no
4011,AL,166,yes,no,120,32.52,88,14.22,110,7.33,2,2.75,2,yes
4012,TX,130,no,no,70,27.18,127,20.13,95,10.26,1,2.43,1,no
4013,AZ,116,yes,no,97,32.59,127,14.98,96,4.68,4,1.32,2,no
4014,CT,161,no,no,89,25.7,117,19.41,107,7.62,2,2.51,2,no
4015,AR,130,no,no,136,30.96,99,17.36,135,15.98,7,3.24,2,no
4016,AR,42,no,no,110,26.37,109,13.67,115,10.68,2,3.05,3,no
